Node_no.,x_coor,y_coor,u_x,u_y
1,0.0,0.0,2.0408511482079963e-19,0.0
2,1.0,0.0,0.05,0.0
3,1.0,1.0,0.05,0.1
4,0.0,1.0,0.0,0.09999999999999999
5,0.02941176470588239,0.0,0.001470588235294109,0.0
6,0.058823529411764774,0.0,0.0029411764705882205,0.0
7,0.08823529411764718,0.0,0.00441176470588233,0.0
8,0.11764705882352959,0.0,0.00588235294117644,0.0
9,0.14705882352941196,0.0,0.007352941176470549,0.0
10,0.1764705882352943,0.0,0.008823529411764664,0.0
11,0.20588235294117668,0.0,0.010294117647058777,0.0
12,0.23529411764705904,0.0,0.01176470588235289,0.0
13,0.26470588235294146,0.0,0.013235294117647001,0.0
14,0.29411764705882393,0.0,0.014705882352941109,0.0
15,0.32352941176470645,0.0,0.016176470588235226,0.0
16,0.35294117647058887,0.0,0.01764705882352934,0.0
17,0.38235294117647134,0.0,0.019117647058823444,0.0
18,0.4117647058823538,0.0,0.02058823529411756,0.0
19,0.4411764705882362,0.0,0.022058823529411662,0.0
20,0.4705882352941187,0.0,0.02352941176470577,0.0
21,0.5000000000000011,0.0,0.024999999999999876,0.0
22,0.5294117647058832,0.0,0.026470588235293965,0.0
23,0.5588235294117656,0.0,0.02794117647058809,0.0
24,0.5882352941176479,0.0,0.029411764705882238,0.0
25,0.6176470588235301,0.0,0.030882352941176337,0.0
26,0.6470588235294124,0.0,0.03235294117647045,0.0
27,0.6764705882352946,0.0,0.0338235294117646,0.0
28,0.7058823529411768,0.0,0.03529411764705874,0.0
29,0.7352941176470592,0.0,0.03676470588235288,0.0
30,0.7647058823529413,0.0,0.03823529411764702,0.0
31,0.7941176470588236,0.0,0.03970588235294114,0.0
32,0.823529411764706,0.0,0.041176470588235245,0.0
33,0.8529411764705882,0.0,0.04264705882352937,0.0
34,0.8823529411764703,0.0,0.044117647058823505,0.0
35,0.9117647058823527,0.0,0.04558823529411763,0.0
36,0.941176470588235,0.0,0.04705882352941176,0.0
37,0.9705882352941173,0.0,0.04852941176470586,0.0
38,1.0,0.02941176470588239,0.05,0.002941176470588222
39,1.0,0.058823529411764774,0.05,0.005882352941176453
40,1.0,0.08823529411764718,0.05000000000000001,0.008823529411764685
41,1.0,0.11764705882352959,0.05,0.011764705882352918
42,1.0,0.14705882352941196,0.05,0.014705882352941149
43,1.0,0.1764705882352943,0.05000000000000001,0.017647058823529366
44,1.0,0.20588235294117668,0.05,0.020588235294117577
45,1.0,0.23529411764705904,0.05,0.023529411764705806
46,1.0,0.26470588235294146,0.05,0.026470588235294024
47,1.0,0.29411764705882393,0.049999999999999996,0.02941176470588226
48,1.0,0.32352941176470645,0.05000000000000001,0.0323529411764705
49,1.0,0.35294117647058887,0.05,0.03529411764705872
50,1.0,0.38235294117647134,0.05,0.03823529411764695
51,1.0,0.4117647058823538,0.05,0.04117647058823521
52,1.0,0.4411764705882362,0.05,0.04411764705882347
53,1.0,0.4705882352941187,0.05,0.04705882352941171
54,1.0,0.5000000000000011,0.05,0.049999999999999954
55,1.0,0.5294117647058832,0.05000000000000001,0.05294117647058821
56,1.0,0.5588235294117656,0.05,0.05588235294117642
57,1.0,0.5882352941176479,0.05,0.058823529411764636
58,1.0,0.6176470588235301,0.05,0.061764705882352874
59,1.0,0.6470588235294124,0.05,0.06470588235294113
60,1.0,0.6764705882352946,0.049999999999999996,0.06764705882352937
61,1.0,0.7058823529411768,0.05000000000000002,0.07058823529411762
62,1.0,0.7352941176470592,0.05000000000000002,0.07352941176470584
63,1.0,0.7647058823529413,0.05,0.07647058823529405
64,1.0,0.7941176470588236,0.05,0.0794117647058823
65,1.0,0.823529411764706,0.05,0.08235294117647057
66,1.0,0.8529411764705882,0.05,0.08529411764705874
67,1.0,0.8823529411764703,0.05,0.08823529411764693
68,1.0,0.9117647058823527,0.05,0.09117647058823516
69,1.0,0.941176470588235,0.05000000000000001,0.09411764705882346
70,1.0,0.9705882352941173,0.05000000000000001,0.09705882352941171
71,0.9705882352941176,1.0,0.0485294117647059,0.10000000000000002
72,0.9411764705882353,1.0,0.047058823529411785,0.1
73,0.9117647058823528,1.0,0.045588235294117666,0.09999999999999999
74,0.8823529411764705,1.0,0.044117647058823574,0.10000000000000002
75,0.8529411764705881,1.0,0.04264705882352944,0.10000000000000002
76,0.8235294117647057,1.0,0.04117647058823529,0.1
77,0.7941176470588234,1.0,0.03970588235294116,0.1
78,0.7647058823529409,1.0,0.03823529411764701,0.09999999999999999
79,0.7352941176470585,1.0,0.03676470588235287,0.1
80,0.7058823529411761,1.0,0.03529411764705872,0.1
81,0.6764705882352935,1.0,0.0338235294117646,0.09999999999999999
82,0.6470588235294111,1.0,0.03235294117647052,0.09999999999999999
83,0.6176470588235287,1.0,0.03088235294117642,0.10000000000000002
84,0.5882352941176462,1.0,0.029411764705882304,0.10000000000000002
85,0.5588235294117638,1.0,0.027941176470588167,0.10000000000000002
86,0.5294117647058814,1.0,0.02647058823529405,0.10000000000000002
87,0.4999999999999989,1.0,0.024999999999999974,0.1
88,0.47058823529411675,1.0,0.023529411764705885,0.09999999999999999
89,0.4411764705882344,1.0,0.02205882352941179,0.10000000000000002
90,0.41176470588235214,1.0,0.020588235294117702,0.1
91,0.3823529411764699,1.0,0.019117647058823597,0.1
92,0.35294117647058765,1.0,0.017647058823529498,0.1
93,0.3235294117647054,1.0,0.016176470588235337,0.1
94,0.29411764705882315,1.0,0.014705882352941227,0.1
95,0.2647058823529408,1.0,0.013235294117647105,0.1
96,0.23529411764705865,1.0,0.011764705882353,0.09999999999999999
97,0.2058823529411764,1.0,0.010294117647058907,0.1
98,0.17647058823529405,1.0,0.00882352941176476,0.10000000000000002
99,0.1470588235294118,1.0,0.007352941176470623,0.1
100,0.11764705882352966,1.0,0.0058823529411764965,0.1
101,0.0882352941176473,1.0,0.004411764705882379,0.10000000000000002
102,0.05882352941176505,1.0,0.0029411764705882626,0.1
103,0.029411764705882693,1.0,0.0014705882352941343,0.1
104,0.0,0.9705882352941176,0.0,0.09705882352941177
105,0.0,0.9411764705882353,0.0,0.09411764705882358
106,0.0,0.9117647058823528,0.0,0.09117647058823543
107,0.0,0.8823529411764705,0.0,0.08823529411764723
108,0.0,0.8529411764705881,0.0,0.08529411764705902
109,0.0,0.8235294117647057,0.0,0.08235294117647085
110,0.0,0.7941176470588234,0.0,0.07941176470588263
111,0.0,0.7647058823529409,0.0,0.07647058823529436
112,0.0,0.7352941176470585,0.0,0.0735294117647061
113,0.0,0.7058823529411761,0.0,0.0705882352941178
114,0.0,0.6764705882352935,0.0,0.0676470588235295
115,0.0,0.6470588235294111,0.0,0.06470588235294122
116,0.0,0.6176470588235287,0.0,0.0617647058823529
117,0.0,0.5882352941176462,0.0,0.058823529411764636
118,0.0,0.5588235294117638,0.0,0.05588235294117637
119,0.0,0.5294117647058814,0.0,0.05294117647058812
120,0.0,0.4999999999999989,0.0,0.04999999999999988
121,0.0,0.47058823529411675,0.0,0.04705882352941166
122,0.0,0.4411764705882344,0.0,0.044117647058823414
123,0.0,0.41176470588235214,0.0,0.04117647058823518
124,0.0,0.3823529411764699,0.0,0.03823529411764697
125,0.0,0.35294117647058765,0.0,0.03529411764705876
126,0.0,0.3235294117647054,0.0,0.03235294117647055
