Node_no.,x_coor,y_coor,u_x,u_y
1,0.0,0.0,1.0204255741039998e-18,0.0
2,1.0,0.0,0.25,0.0
3,1.0,1.0,0.25,0.5
4,0.0,1.0,0.0,0.49999999999999994
5,0.02941176470588239,0.0,0.007352941176470557,0.0
6,0.058823529411764774,0.0,0.014705882352941105,0.0
7,0.08823529411764718,0.0,0.022058823529411666,0.0
8,0.11764705882352959,0.0,0.02941176470588222,0.0
9,0.14705882352941196,0.0,0.03676470588235278,0.0
10,0.1764705882352943,0.0,0.04411764705882337,0.0
11,0.20588235294117668,0.0,0.051470588235293935,0.0
12,0.23529411764705904,0.0,0.05882352941176448,0.0
13,0.26470588235294146,0.0,0.06617647058823505,0.0
14,0.29411764705882393,0.0,0.07352941176470561,0.0
15,0.32352941176470645,0.0,0.08088235294117622,0.0
16,0.35294117647058887,0.0,0.0882352941176468,0.0
17,0.38235294117647134,0.0,0.09558823529411731,0.0
18,0.4117647058823538,0.0,0.1029411764705879,0.0
19,0.4411764705882362,0.0,0.11029411764705843,0.0
20,0.4705882352941187,0.0,0.11764705882352901,0.0
21,0.5000000000000011,0.0,0.12499999999999954,0.0
22,0.5294117647058832,0.0,0.13235294117646998,0.0
23,0.5588235294117656,0.0,0.13970588235294057,0.0
24,0.5882352941176479,0.0,0.14705882352941127,0.0
25,0.6176470588235301,0.0,0.15441176470588183,0.0
26,0.6470588235294124,0.0,0.16176470588235242,0.0
27,0.6764705882352946,0.0,0.16911764705882307,0.0
28,0.7058823529411768,0.0,0.17647058823529374,0.0
29,0.7352941176470592,0.0,0.18382352941176444,0.0
30,0.7647058823529413,0.0,0.19117647058823517,0.0
31,0.7941176470588236,0.0,0.1985294117647057,0.0
32,0.823529411764706,0.0,0.20588235294117616,0.0
33,0.8529411764705882,0.0,0.21323529411764677,0.0
34,0.8823529411764703,0.0,0.22058823529411747,0.0
35,0.9117647058823527,0.0,0.22794117647058804,0.0
36,0.941176470588235,0.0,0.2352941176470587,0.0
37,0.9705882352941173,0.0,0.24264705882352922,0.0
38,1.0,0.02941176470588239,0.25,0.014705882352941109
39,1.0,0.058823529411764774,0.25,0.029411764705882255
40,1.0,0.08823529411764718,0.25,0.044117647058823324
41,1.0,0.11764705882352959,0.25,0.0588235294117645
42,1.0,0.14705882352941196,0.25,0.07352941176470566
43,1.0,0.1764705882352943,0.25,0.08823529411764676
44,1.0,0.20588235294117668,0.25,0.1029411764705878
45,1.0,0.23529411764705904,0.25,0.11764705882352891
46,1.0,0.26470588235294146,0.25,0.1323529411764701
47,1.0,0.29411764705882393,0.24999999999999997,0.14705882352941127
48,1.0,0.32352941176470645,0.25,0.16176470588235242
49,1.0,0.35294117647058887,0.25,0.1764705882352936
50,1.0,0.38235294117647134,0.25,0.1911764705882348
51,1.0,0.4117647058823538,0.25,0.20588235294117607
52,1.0,0.4411764705882362,0.25,0.22058823529411725
53,1.0,0.4705882352941187,0.25,0.2352941176470585
54,1.0,0.5000000000000011,0.24999999999999997,0.24999999999999964
55,1.0,0.5294117647058832,0.25000000000000006,0.2647058823529409
56,1.0,0.5588235294117656,0.25,0.2794117647058818
57,1.0,0.5882352941176479,0.25,0.2941176470588228
58,1.0,0.6176470588235301,0.25,0.3088235294117641
59,1.0,0.6470588235294124,0.25,0.3235294117647054
60,1.0,0.6764705882352946,0.25,0.3382352941176466
61,1.0,0.7058823529411768,0.25000000000000006,0.35294117647058776
62,1.0,0.7352941176470592,0.2500000000000001,0.36764705882352905
